١|يَحْيَى بْنُ يَحْيَى|مَالِكِ بْنِ أَنَسٍ|ابْنِ شِهَابٍ||
٢|يَحْيَى بْنُ يَحْيَى|مَالِكِ بْنِ أَنَسٍ|ابْنِ شِهَابٍ|عُرْوَةُ بْنُ الزُّبَيْرِ|عائشة
